id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
178733,DL,2514,DTW,GRR,6,610,59,0
430463,9E,4267,MEM,GTR,6,1165,56,0
306477,UA,948,LAX,DEN,6,970,145,1
422552,EV,4989,ATL,PHF,6,670,100,0
377361,CO,244,IAH,CLE,3,945,165,0
117411,AA,672,MIA,MCO,2,1105,60,0
472330,UA,920,IAH,ORD,2,520,155,0
44462,WN,899,OAK,DEN,5,785,140,1
465863,DL,1535,ATL,SMF,1,1150,323,1
150125,AA,1376,MIA,DFW,4,970,200,0
478222,DL,2906,MEM,DTW,2,826,118,1
119066,MQ,4111,ORD,CLT,2,1200,115,0
439174,MQ,4021,ORD,CMI,7,720,50,0
463925,DL,2485,ATL,STL,1,1048,104,1
506044,UA,791,LAS,DEN,4,360,121,0
48278,9E,4387,COU,MEM,5,990,75,0
361675,US,69,BOS,LAS,2,1080,365,0
200090,FL,849,ATL,MCO,7,990,90,1
133232,XE,3084,CLE,LGA,3,1020,97,1
27184,DL,2256,MSP,DTW,4,828,102,1
221413,CO,1830,IAH,PBI,1,1160,142,0
468003,UA,815,DEN,LAX,1,1303,157,0
144285,WN,437,SDF,MDW,4,660,70,0
480219,XE,2896,JAN,IAH,2,930,79,0
158168,AS,11,EWR,SEA,5,450,375,0
253859,FL,722,MSY,BWI,3,1032,139,0
198089,DL,2463,RDU,ATL,7,885,93,1
224328,UA,185,PHL,SFO,2,377,389,0
450151,EV,5503,CLE,ATL,1,340,120,0
309833,B6,50,FLL,JFK,6,1185,165,1
238147,WN,1130,IND,MDW,2,1125,60,0
265502,WN,1259,SAT,DAL,4,695,60,1
358135,EV,5139,CAE,ATL,2,900,74,0
373302,DL,1098,ATL,PIT,3,730,102,1
128668,OH,6459,EWR,CVG,3,779,129,0
430354,OO,6468,DEN,CPR,6,1155,56,0
519786,DL,2394,ATL,PHL,4,1065,126,1
431129,OH,6709,CVG,STL,6,1230,95,0
390706,DL,1900,ATL,BOS,4,675,159,0
227200,US,78,SEA,PHL,2,525,305,0
222597,MQ,4088,ORD,FAR,1,1240,115,1
72428,DL,1936,MKE,DTW,7,601,70,1
173767,DL,1096,ATL,STL,5,1312,111,1
308592,WN,2996,MDW,MSY,6,1095,140,1
486104,FL,869,ATL,MSP,2,1260,157,1
147821,B6,406,SAN,BOS,4,845,309,1
47557,WN,698,SJC,LAX,5,950,70,1
44373,UA,336,LAX,DEN,5,781,145,0
125262,DL,1842,ATL,CMH,3,595,111,0
415888,WN,939,SAN,SJC,5,1105,80,0
86370,AA,1399,DEN,ORD,1,395,155,0
33739,AA,1199,MCO,DFW,4,1175,175,1
456337,XE,2088,MAF,IAH,1,654,84,0
319884,OH,6371,ATL,LEX,7,815,76,0
504279,AA,1805,DFW,PHX,3,1235,155,1
9279,YV,7244,ORD,PWM,3,825,127,0
511608,F9,448,DEN,PHL,4,640,209,0
385095,DL,2061,PHL,ATL,4,390,150,0
411805,DL,1196,OGG,LAX,5,836,309,0
299396,EV,5132,AGS,ATL,6,568,72,0
223821,EV,5366,SGF,ATL,2,360,119,0
537638,B6,446,TPA,BOS,5,1120,166,1
142091,MQ,4651,ATL,LGA,4,545,135,0
488829,US,943,ORF,CLT,3,420,85,0
474314,9E,3939,LAN,DTW,2,625,54,0
211908,EV,5424,ATL,CAK,1,660,107,1
320083,WN,1003,FLL,TPA,7,825,60,1
201367,CO,359,DCA,IAH,7,1055,207,1
484054,F9,672,DEN,MCO,2,1135,205,0
407505,AA,1461,DFW,SFO,5,605,240,0
473112,YV,2615,RIC,CLT,2,560,85,0
425304,DL,2878,SLC,MEM,6,830,184,1
210740,AS,460,SEA,LAX,1,600,153,0
411011,MQ,3070,SAN,LAX,5,790,45,0
160200,UA,130,LAX,PHL,5,546,319,0
93080,F9,659,DEN,SFO,1,735,157,0
180175,WN,1518,GEG,BOI,6,690,60,1
446109,WN,232,PHX,LAX,7,1085,80,1
112827,WN,382,LAS,SJC,2,855,85,1
518271,CO,1635,EWR,PHX,4,990,330,1
28487,FL,476,ATL,BWI,4,896,105,0
412264,DL,2347,ATL,FLL,5,865,107,0
318623,OO,4441,FCA,SLC,7,745,101,0
364055,DL,1469,ATL,MCO,2,1215,87,1
78763,F9,858,PHX,DEN,7,938,107,0
86686,EV,5221,FLL,TLH,1,415,84,0
319679,OH,6726,CLT,CVG,7,805,105,0
376396,US,1582,MCO,PHL,3,895,149,0
161987,EV,5289,OMA,ATL,5,642,137,1
280026,OO,6959,ORD,MEM,5,501,100,0
257323,WN,1943,DEN,TUS,3,1230,115,1
143621,WN,2958,SAT,LAX,4,625,200,0
183014,DL,576,SJU,JFK,6,865,260,0
212259,US,647,PHX,ONT,1,675,78,0
450753,9E,4052,DAL,MEM,1,370,90,0
507254,EV,4985,CAK,ATL,4,420,136,0
83982,WN,1370,PHX,SEA,7,1220,190,1
25979,DL,2037,BWI,DTW,4,765,95,1
524475,OO,6321,PHX,LAX,5,360,85,1
74249,WN,45,PVD,MDW,7,695,165,1
189363,DL,519,RAP,MSP,7,405,100,0
70895,WN,295,BWI,MCO,7,515,145,0
40215,CO,422,MSY,IAH,5,568,72,1
292009,EV,4967,BMI,ATL,5,1121,108,0
225258,DL,2665,DCA,MCO,2,425,151,0
42389,AS,136,ANC,PDX,5,680,218,0
424984,US,1632,SEA,CLT,6,810,281,0
27788,WN,755,STL,DAL,4,860,105,0
319440,WN,11,STL,SAN,7,790,240,1
65121,WN,612,BUF,BWI,6,1020,70,1
526473,MQ,3381,DFW,JAN,5,475,80,0
402143,9E,3715,DTW,BTV,4,1320,105,0
175035,YV,2816,FAT,PHX,6,390,96,0
521532,XE,5903,ORD,TVC,4,1155,62,1
291307,WN,1111,OAK,BUR,5,1080,65,1
302324,XE,2454,MEM,IAH,6,725,102,0
67093,DL,2006,PBI,BDL,6,1180,170,0
520671,UA,453,DEN,BOI,4,1110,125,1
10430,FL,435,MKE,ATL,3,890,121,0
120697,EV,7097,CMH,ORD,3,360,82,1
67690,AA,1270,LAX,MIA,6,1280,280,1
159175,DL,2629,ATL,SEA,5,500,331,0
8321,MQ,4548,LGA,CMH,3,779,121,0
2939,MQ,4616,RDU,LGA,3,490,90,1
475638,WN,2991,SEA,SMF,2,690,110,1
293492,US,1007,CLT,PIT,5,1199,81,0
11870,9E,3732,MLI,DTW,3,968,97,1
408659,DL,2967,ATL,SAN,5,665,294,1
406415,XE,2167,IAH,TUS,5,540,163,1
525391,AA,1122,RNO,DFW,5,420,200,0
510220,AA,1636,ELP,DFW,4,570,105,0
493531,WN,738,BWI,TPA,3,660,150,1
503559,US,209,PHX,SAT,3,1185,125,1
498974,US,1980,PHL,PVD,3,945,68,0
436471,DL,1617,ATL,DEN,7,580,212,0
174385,EV,5419,OKC,DTW,6,360,150,0
168523,US,1186,CLT,BWI,5,985,86,1
18544,EV,7305,HSV,MEM,4,385,67,0
142405,CO,360,EWR,SAT,4,565,280,0
290663,EV,7332,ATL,BNA,5,1050,68,1
132492,CO,173,LAX,HNL,3,985,345,0
100734,AA,267,LAX,HNL,1,1145,365,1
338431,UA,192,SNA,ORD,1,825,237,1
88416,DL,2896,ATL,MKE,1,500,126,0
494122,US,29,ATL,PHX,3,690,261,1
42345,XE,2178,RDU,IAH,5,675,178,0
469220,EV,5349,ELM,DTW,2,365,98,1
278624,B6,290,LGB,SEA,5,430,163,0
340740,FL,785,MCO,PHF,1,948,102,0
33439,OO,6714,DEN,MEM,4,1157,134,1
262431,AA,1394,DFW,FLL,4,540,155,0
288783,EV,5482,CRW,ATL,5,955,90,1
365426,CO,1496,LAS,IAH,3,60,163,1
271474,WN,1413,PHX,ABQ,4,1010,65,1
44724,US,5,PHX,ORD,5,800,201,0
205655,CO,463,ORD,IAH,1,335,164,1
481813,OO,6588,ASE,DEN,2,1019,48,0
66549,DL,2608,MSP,EWR,6,1135,164,1
51345,WN,746,MDW,SFO,5,1145,305,1
404212,AA,1061,JFK,MIA,5,430,208,0
514382,MQ,3610,BHM,MIA,4,785,110,0
485539,B6,241,OAK,LGB,2,1215,76,0
513570,CO,1512,SJC,IAH,4,740,222,1
360895,YV,7215,PWM,ORD,2,1043,172,0
524911,AA,509,DTW,DFW,5,385,185,0
364559,B6,676,LAX,JFK,2,1260,311,1
121246,US,1434,MIA,CLT,3,380,126,0
61724,DL,1830,PDX,SLC,6,805,105,0
529126,CO,212,IAH,SJU,5,615,247,1
228409,OO,6860,ABQ,DEN,2,595,76,1
465708,WN,409,RSW,MDW,1,1140,180,0
491766,MQ,4235,ORD,DSM,3,570,75,0
490666,B6,1322,BWI,BOS,3,515,77,0
243071,B6,44,JFK,SYR,3,455,69,0
130280,MQ,3017,RNO,LAX,3,865,90,0
33176,DL,2199,MEM,MCO,4,1145,121,1
194058,WN,1141,DAL,LIT,7,670,60,0
43417,EV,4950,ATL,LEX,5,730,74,1
428400,EV,5601,ATL,DHN,6,1020,55,0
172204,US,500,PHX,IND,5,1175,193,0
534321,AA,835,IND,DFW,5,900,145,0
136651,MQ,4136,IND,ORD,3,1210,80,0
373246,WN,3684,SAN,OAK,3,725,85,1
37573,UA,147,SAN,SFO,5,431,101,0
168690,XE,2496,IAH,SDF,5,990,125,1
319432,OO,6250,PDX,RDM,7,790,38,0
225622,WN,903,OAK,HOU,2,445,225,1
5707,F9,106,DEN,MSP,3,635,116,0
459236,WN,838,LAS,MDW,1,800,220,1
133943,WN,944,LAS,SLC,3,1055,80,1
523654,OO,6951,DEN,GJT,4,1317,53,0
193440,WN,618,BNA,LAX,7,635,290,1
478228,DL,1031,RSW,DTW,2,827,173,1
532420,OO,4830,MSO,SLC,5,790,83,0
487208,UA,756,SFO,DEN,3,345,160,0
71996,MQ,2912,GRK,DFW,7,580,50,0
234043,DL,2602,MSY,ATL,2,900,92,0
203629,OH,6622,MEM,ORD,7,1175,109,1
334388,WN,756,DAL,AUS,1,615,50,0
213297,F9,487,MCO,MKE,1,727,169,0
531428,MQ,2729,DFW,ABI,5,735,50,1
469374,9E,4202,ROC,DTW,2,375,102,0
108936,DL,1174,ATL,BUF,2,645,132,0
109744,UA,845,SAN,ORD,2,686,234,0
41363,OO,4614,DEN,SLC,5,625,97,1
136761,FL,951,BWI,FLL,3,1220,155,0
113746,DL,1080,ATL,CLT,2,905,77,0
231435,WN,3405,RNO,LAS,2,755,80,1
55442,CO,1455,PBI,EWR,6,440,160,0
520809,MQ,4248,DSM,ORD,4,1120,90,0
430825,OO,6433,PHX,LAX,6,1194,81,0
151779,WN,45,DAL,HOU,4,1050,65,1
2091,EV,5202,ATL,CLE,3,445,104,1
50048,EV,5164,ATL,CAE,5,1077,63,0
386354,DL,2546,MSP,RSW,4,450,209,0
450509,UA,435,BDL,IAD,1,360,91,0
63993,YV,1047,HNL,OGG,6,945,35,0
190870,DL,2896,ATL,MKE,7,500,126,0
367728,WN,617,SAT,HRL,3,445,55,0
143496,MQ,2919,DFW,BTR,4,620,80,0
122871,OO,6254,FAT,SFO,3,465,67,1
106293,UA,980,ORD,LAS,2,501,246,0
153577,US,959,BUF,CLT,4,1149,116,1
183332,AS,583,SNA,PDX,6,885,148,0
9710,XE,2198,IAH,CRW,3,850,136,0
200459,WN,1202,BDL,MDW,7,1010,160,0
101213,DL,2617,MEM,LAX,1,1170,258,1
521638,OO,6904,MLI,ORD,4,1164,56,1
181071,OH,6449,GSO,ATL,6,743,106,0
427755,US,978,PBI,PHL,6,977,153,1
241583,WN,756,MDW,MCI,3,375,95,0
328950,OO,6345,RDM,PDX,1,345,58,0
58113,US,12,PHX,JFK,6,595,292,0
241805,DL,1981,MSP,MEM,3,390,125,1
473023,OH,6691,CVG,MSY,2,555,143,1
448595,AA,763,DFW,MFE,7,1230,90,0
467040,EV,5481,ATL,GSO,1,1215,73,1
223781,DL,1157,CMH,ATL,2,360,110,0
53880,CO,463,ORD,IAH,6,335,150,1
331648,B6,611,JFK,JAX,1,480,154,0
382500,AA,2045,DCA,ORD,3,1220,125,0
109646,WN,1992,SNA,SFO,2,680,85,0
34921,B6,399,LGA,MCO,4,1265,165,1
348634,UA,835,BOS,ORD,2,415,173,1
435960,B6,527,EWR,MCO,7,550,176,1
143973,OH,6469,ATL,GSO,4,645,86,0
14022,9E,3783,CMH,MEM,3,1080,107,0
300546,MQ,2767,DFW,VPS,6,630,105,0
276770,OH,6423,DAY,DTW,5,335,75,0
443952,OH,6391,RDU,JFK,7,979,116,0
98983,AS,190,FAI,ANC,1,1050,64,0
124619,YV,2625,RDU,CLT,3,556,68,1
227713,DL,2525,MSP,PDX,2,555,232,0
210474,OO,4646,SLC,STL,1,585,165,1
17771,DL,2387,MKE,ATL,4,350,129,0
74953,OO,6690,RDM,PDX,7,734,45,0
380227,US,1890,CLT,EWR,3,1090,118,0
425264,DL,1031,RSW,DTW,6,827,173,0
418291,US,150,SAN,PHL,6,390,307,0
166423,DL,2799,MSP,PHX,5,875,201,1
3951,CO,1853,CLE,RSW,3,540,162,0
329139,EV,5313,EWN,ATL,1,360,105,0
60241,US,1218,FLL,DCA,6,715,145,0
338928,B6,178,PHX,JFK,1,855,277,0
427782,FL,510,LGA,MKE,6,980,143,1
333538,B6,142,PBI,JFK,1,574,148,0
306377,DL,11,ATL,MCO,6,965,90,1
532140,YV,2949,PHX,TEX,5,775,121,0
198295,MQ,2723,AMA,DFW,7,895,65,0
358514,CO,45,EWR,MIA,2,920,195,0
296445,WN,2312,BWI,FLL,6,405,160,0
246134,WN,1933,CMH,MCO,3,615,135,1
486295,WN,1856,ONT,OAK,2,1280,75,1
484775,MQ,2781,DFW,GRR,2,1170,145,1
36516,DL,1756,SAT,MSP,5,380,168,0
389623,XE,3086,IAH,JAX,4,615,118,1
136248,MQ,3659,MIA,GSO,3,1185,125,1
420688,AA,502,DFW,RSW,6,555,145,1
291080,US,788,RDU,PHL,5,1070,93,1
221779,DL,2432,DTW,RSW,1,1180,178,1
278341,DL,1402,TPA,MEM,5,420,119,0
292990,WN,1322,SNA,SJC,5,1170,75,1
407587,UA,532,ORD,BOS,5,606,139,0
495384,WN,1580,SAN,LAS,3,755,70,1
385839,DL,1575,IND,ATL,4,424,116,0
377154,AA,759,LGA,DFW,3,935,250,0
103883,EV,7393,DCA,CVG,2,375,98,1
218366,DL,1877,ORD,ATL,1,996,124,1
300356,FL,186,ATL,DCA,6,620,105,1
421884,FL,176,RSW,ATL,6,628,105,1
481586,OO,4819,SLC,GJT,2,1005,64,0
247096,AA,123,DFW,HNL,3,670,525,0
230220,OO,6733,DEN,RNO,2,690,139,0
412556,WN,1708,MDW,JAN,5,880,120,1
79894,UA,286,IAH,IAD,7,998,182,0
223753,AS,62,FAI,ANC,2,360,72,0
117650,AA,1532,LAS,DFW,2,1120,140,0
181803,AS,605,LAS,SEA,6,790,164,0
65282,DL,1527,ATL,FLL,6,1035,113,0
117378,WN,771,OAK,BUR,2,1100,65,1
525342,AA,1533,ATL,DFW,5,415,150,0
65845,HA,194,HNL,OGG,6,1075,37,0
440038,OO,6347,DEN,COS,7,767,35,0
416152,WN,1613,DAL,ABQ,5,1135,115,1
295877,9E,3802,DCA,JFK,6,370,82,1
89992,CO,1495,IAH,LAX,1,580,221,1
511007,MQ,4656,BNA,LGA,4,610,120,1
436993,US,632,PHX,PIT,7,605,243,1
156626,AS,151,ANC,OTZ,5,370,100,1
259318,AA,509,DTW,DFW,4,385,185,1
389791,US,1120,MCO,CLT,4,625,96,0
421717,UA,415,DEN,SFO,6,616,173,1
399221,OO,6475,YUM,LAX,4,1115,77,0
80573,DL,1465,JFK,SFO,7,1035,395,1
71479,AS,8,SEA,EWR,7,550,313,0
489375,9E,3794,DTW,IND,3,450,86,1
369746,WN,405,BWI,BUF,3,545,65,1
246692,FL,927,MCI,ATL,3,649,116,1
205203,DL,1907,ATL,MSY,7,1312,101,1
116312,DL,2605,MSP,SFO,2,1045,245,0
120916,B6,1320,BWI,BOS,3,363,77,0
94684,XE,2715,IAH,CAE,1,820,131,0
251642,9E,3791,DLH,MSP,3,914,60,0
184421,F9,138,DEN,DFW,6,955,108,0
41960,DL,1683,SLC,LAS,5,660,87,1
316265,WN,918,MCO,PHL,7,620,145,0
1644,OH,6718,MDT,CVG,3,420,105,0
36781,WN,1254,TUS,DEN,5,390,115,0
173492,XE,5916,ORD,CAK,5,1280,70,1
309319,CO,47,IAH,LAX,6,1150,230,1
47627,WN,3415,DAL,STL,5,955,100,1
329445,OO,4758,ONT,SLC,1,365,113,1
292383,WN,2268,BWI,ORF,5,1140,50,1
12904,XE,2868,STL,EWR,3,1020,145,0
110929,DL,1423,STL,ATL,2,750,100,1
142706,MQ,2912,GRK,DFW,4,580,50,0
288135,AA,625,MCO,MIA,5,920,65,1
118313,WN,1243,STL,MDW,2,1155,60,0
104142,B6,921,BOS,ORD,2,390,169,0
353451,EV,5415,CHA,ATL,2,659,52,1
176564,B6,49,JFK,PBI,6,489,176,0
125826,HA,535,OGG,HNL,3,621,34,0
169305,DL,2769,ATL,MCO,5,1025,91,0
42856,XE,2023,PIT,IAH,5,700,194,1
226382,OO,7767,RKS,SLC,2,485,65,1
146502,CO,420,SNA,IAH,4,777,188,0
474172,WN,704,HOU,BHM,2,615,85,1
211385,MQ,3365,LBB,DFW,1,630,65,0
242667,UA,445,BWI,DEN,3,433,250,0
372849,WN,513,MDW,MSP,3,705,90,1
94352,WN,1100,PVD,BWI,1,805,80,1
188104,OO,6277,SEA,GEG,6,1299,58,0
174756,MQ,3600,CHS,MIA,6,375,105,0
101185,9E,4267,MEM,GTR,1,1170,50,0
116175,YV,7295,SBN,ORD,2,1036,49,0
73651,OO,7023,ORD,CMH,7,667,67,1
29946,US,329,SNA,PHX,4,975,75,0
101290,9E,3951,MEM,PNS,1,1175,84,0
187176,WN,1597,LAS,PDX,6,1155,140,1
295766,XE,2734,OMA,IAH,6,360,149,1
212184,B6,401,BOS,MSY,1,672,229,0
240665,UA,56,SFO,EWR,2,1350,325,0
268154,OH,6272,EVV,CVG,4,835,55,0
502429,DL,1140,ATL,IND,3,1130,99,0
101730,EV,7133,ORD,SAV,1,1200,124,1
251391,DL,592,ATL,LAX,3,900,305,0
228562,WN,1046,SJC,AUS,2,600,200,1
517551,UA,454,ORD,SEA,4,950,275,0
215027,US,1094,PHL,RDU,1,820,79,1
418745,UA,998,MCO,ORD,6,425,175,0
461461,AA,625,MCO,MIA,1,920,65,1
112319,XE,2770,IAH,PBI,2,825,144,0
359116,OO,6491,ELP,LAX,2,951,137,1
230191,DL,2243,EWR,ATL,2,690,144,1
537102,DL,1285,ATL,PBI,5,1075,107,1
500649,AA,346,STL,ORD,3,1035,80,1
343926,WN,2621,AUS,LAX,1,1110,205,1
366776,WN,1163,SAT,MDW,3,400,155,0
220477,UA,158,PDX,SFO,1,1109,108,1
318601,B6,1126,FLL,RDU,7,745,119,1
329097,CO,469,SFO,IAH,1,360,224,1
340025,CO,1117,EWR,ORD,1,910,160,1
197729,WN,2745,BNA,LAS,7,865,260,1
242238,DL,2685,LGA,MCO,3,415,170,0
446569,WN,1553,SNA,DEN,7,1110,135,0
305673,FL,146,ATL,DTW,6,923,114,1
534617,OO,4476,SLC,GEG,5,915,106,1
361210,XE,2214,IAH,BHM,2,1055,95,0
236624,OO,4473,ABQ,SLC,2,1040,99,0
192927,OO,4604,SJC,SLC,7,610,107,0
465301,DL,2772,MEM,MSP,1,1120,129,1
269160,YV,2695,PHX,FAT,4,889,103,0
439125,9E,4119,GRB,MSP,7,720,74,0
265787,US,1411,CLT,PBI,4,710,121,0
510452,WN,3692,MSY,BHM,4,580,60,1
43420,MQ,2982,DFW,GRK,5,730,50,0
453970,XE,2664,EWR,BDL,1,526,70,0
325175,XE,2331,BNA,IAH,7,1093,132,0
263640,DL,1936,MKE,DTW,4,601,70,1
231981,AA,1428,SJU,JFK,2,790,250,1
309228,XE,5891,ORD,TYS,6,1141,90,0
74601,WN,1976,DTW,BWI,7,715,90,1
275173,AA,1072,DFW,PHL,4,1205,180,1
479027,WN,34,HOU,DAL,2,870,60,1
166319,DL,12,MCO,ATL,5,870,95,0
495448,MQ,3282,DFW,JAN,3,760,80,1
56639,CO,1561,PHX,IAH,6,510,148,0
361563,WN,795,OKC,HOU,2,1075,80,1
205498,AA,1092,LAX,ORD,7,1390,240,1
427333,US,46,PHX,DCA,6,950,243,0
399205,AS,237,SAN,PDX,4,1115,165,0
276906,AA,2103,IAD,MIA,5,360,160,1
537218,US,701,PHL,LAX,5,1080,369,0
201919,WN,3742,TPA,BNA,7,1080,110,1
251410,OO,4483,DSM,MSP,3,900,70,1
532967,CO,722,MSY,IAH,5,824,76,1
482636,WN,1077,CMH,BNA,2,1055,75,1
196743,WN,1116,BDL,LAS,7,810,355,1
355927,MQ,3747,PHL,ORD,2,785,145,1
186313,YV,2838,PHX,BFL,6,1080,90,0
285687,MQ,4315,CLE,ORD,5,790,95,0
532697,OO,6847,OTH,SFO,5,808,117,1
530035,DL,1047,ATL,STL,5,665,110,0
189875,WN,961,OMA,PHX,7,435,180,1
157788,WN,1149,SMF,BUR,5,425,70,0
325423,XE,3104,CRW,IAH,7,1106,174,1
296563,WN,801,PHX,BWI,6,415,255,1
217331,HA,354,LIH,HNL,1,941,32,0
313093,MQ,3776,MSY,ORD,7,450,145,0
53892,9E,3659,ALB,ATL,6,345,183,0
377892,CO,792,EWR,MCO,3,975,174,1
248209,WN,2807,LAS,ABQ,3,725,85,1
479352,9E,4292,LWB,JFK,2,890,110,0
29497,9E,3857,ATL,OKC,4,954,141,0
506775,XE,2535,SDF,EWR,4,391,118,0
491518,OH,6273,MEM,IAH,3,555,116,1
45288,AA,560,RNO,ORD,5,830,235,0
106975,FL,295,ATL,HOU,2,535,139,0
42871,OO,6268,TUS,SFO,5,702,138,0
399847,DL,2170,MSP,BDL,4,1150,154,1
462040,EV,5552,ATL,TYS,1,950,54,0
308710,UA,447,PHL,SFO,6,1105,387,0
274676,OO,6591,DTW,DEN,4,1175,200,0
490259,DL,2510,DFW,ATL,3,495,129,0
111487,CO,1805,DFW,IAH,2,783,62,1
2223,US,1252,JAX,DCA,3,450,103,0
443728,WN,180,SJC,BUR,7,965,60,1
519925,WN,3484,TPA,FLL,4,1070,60,1
290159,MQ,3224,GSO,DFW,5,1025,195,1
98530,UA,622,ORD,DCA,1,1025,111,0
516286,US,90,PHX,PDX,4,885,165,0
403353,CO,1701,EWR,FLL,5,380,180,1
437957,EV,5029,ATL,JAN,7,660,90,0
204164,OO,6977,ORD,SLC,7,1205,207,0
392150,OH,6602,JAX,DCA,4,745,113,0
444330,OO,6554,FAR,DEN,7,998,122,0
3643,AA,1331,DFW,SAT,3,525,70,1
435489,EV,5357,DTW,STL,7,525,122,1
502428,DL,1133,ATL,CVG,3,1130,90,1
371608,OO,3072,MKE,STL,3,645,74,1
52514,DL,1469,ATL,MCO,5,1215,85,1
534449,MQ,4104,ORD,FSD,5,905,130,0
516503,XE,3057,VPS,IAH,4,895,118,1
392462,DL,1720,MIA,CVG,4,765,158,0
141890,OO,4792,SLC,RNO,4,535,88,0
373766,DL,2822,PHX,DTW,3,755,230,1
408146,WN,9,HOU,PHL,5,635,190,1
126975,DL,1510,DEN,DTW,3,685,170,0
415218,XE,2562,IAH,DAL,5,1050,61,1
513259,XE,2561,PNS,IAH,4,723,106,1
518081,HA,335,OGG,HNL,4,980,34,1
391043,EV,5181,MLU,ATL,4,690,90,0
202196,AA,1512,ORD,DCA,7,1100,105,1
199005,XE,2695,IAH,BHM,7,930,94,0
138514,MQ,4015,JAX,ORD,4,365,160,0
25759,WN,1227,PHL,MDW,4,750,135,1
30772,B6,167,JFK,TPA,4,1020,187,0
522383,9E,3799,DTW,TRI,4,1205,96,0
235065,CO,1086,IAH,MCO,2,960,134,1
122042,WN,1083,MDW,MSP,3,420,90,1
303937,AA,117,JFK,LAX,6,825,370,0
35909,B6,1224,RDU,BOS,5,360,101,0
439208,WN,3190,ORF,BWI,7,720,55,0
55337,9E,4200,TYS,CVG,6,435,65,0
97500,US,1490,CLT,LGA,1,971,109,1
103983,DL,2346,PDX,ATL,2,380,279,0
69370,OO,6908,ABQ,SFO,7,425,167,0
172247,9E,3849,DTW,EWR,5,1180,115,1
517578,YV,2733,PHX,PSP,4,950,90,0
484805,WN,1331,SMF,SAN,2,1170,85,1
97081,US,1550,PHX,CLT,1,950,225,0
63202,US,22,PHX,HNL,6,895,403,0
129597,US,1842,PHL,PVD,3,825,64,0
425979,WN,1819,AUS,DAL,6,870,55,1
246225,WN,2201,SJC,SAN,3,620,80,0
338947,EV,5469,MEM,MGM,1,855,67,0
70911,OO,6575,SFO,MFR,7,516,79,1
405382,EV,7080,IAD,CAE,5,491,87,0
82083,XE,2362,RIC,CLE,7,1110,82,0
230505,WN,2885,TUS,SAN,2,705,75,0
478608,9E,3865,ATL,DAY,2,847,92,0
249844,WN,1761,RSW,STL,3,815,160,1
357619,AA,500,SAN,DFW,2,875,175,1
92288,MQ,3667,MIA,TYS,1,695,130,0
276317,EV,5370,DCA,BDL,4,1320,78,0
445316,XE,5945,GSP,ORD,7,1046,124,1
137600,UA,533,IAD,DEN,3,1311,248,0
288812,WN,560,PHL,BNA,5,955,145,1
482030,UA,483,BDL,ORD,2,1026,164,0
62310,AA,254,OGG,LAX,6,840,305,0
272309,US,2042,DCA,BOS,4,1050,92,1
274318,WN,204,BWI,STL,4,1155,145,1
97614,CO,1635,EWR,PHX,1,980,333,0
320458,WN,1097,MCO,ABQ,7,845,255,1
152411,OO,7051,ACV,SFO,4,1081,74,1
530024,AA,1788,DFW,RDU,5,665,145,0
396801,US,471,LAS,SFO,4,990,95,1
452457,WN,695,SNA,SJC,1,450,80,0
329929,US,1800,PBI,CLT,1,390,112,0
95665,MQ,3738,ORD,EWR,1,875,144,1
495626,WN,1316,LAX,BNA,3,770,235,1
333310,OO,4644,MSP,GFK,1,560,75,0
31865,UA,753,DEN,LGA,4,1072,217,1
241959,OO,4458,BZN,SLC,3,395,75,0
470059,DL,1190,PBI,ATL,2,410,122,0
190051,DL,2756,ATL,JFK,7,450,135,1
327006,B6,1330,BWI,BOS,7,1195,78,1
17905,DL,2530,BZN,MSP,4,360,138,1
251649,9E,3664,MBS,DTW,3,915,62,0
161510,XE,2064,IAH,IND,5,615,126,1
42335,WN,174,BUR,SMF,5,675,80,1
80315,US,639,ORD,PHX,7,1020,233,0
410232,DL,2431,LGA,DTW,5,745,124,0
345930,OH,6364,CVG,MDT,1,1230,83,0
367340,WN,1104,DAL,BHM,3,425,90,1
380609,XE,2619,XNA,IAH,3,1110,100,0
93665,UA,670,MSY,IAD,1,768,147,0
146639,AS,305,SFO,SEA,4,785,128,1
147631,US,1027,MCO,PHL,4,835,145,1
99087,XE,2737,GSP,EWR,1,1052,117,1
2935,MQ,3289,DFW,PNS,3,490,105,1
23819,MQ,4297,MLI,ORD,4,655,55,0
30478,OO,6554,FAR,DEN,4,1003,122,0
417026,B6,115,JFK,MSY,5,1248,211,1
206623,F9,510,SAN,DEN,1,390,143,0
348653,OO,6532,COD,DEN,2,416,81,1
321291,WN,20,LAS,SAN,7,890,65,0
54552,CO,1649,FLL,IAH,6,385,162,0
35515,DL,1212,OGG,LAX,4,1355,310,0
225559,EV,7126,ORD,BUF,2,444,86,0
527397,XE,3123,CLE,IND,5,520,72,0
449841,AA,74,LAX,IAD,7,1365,280,0
462960,DL,2299,ATL,DTW,1,1000,123,1
510427,MQ,3634,CLT,MIA,4,580,135,0
307382,AS,233,SAN,SEA,6,1025,170,0
32179,YV,2612,CHS,CLT,4,1087,69,0
297588,US,1540,PHX,CLT,6,470,217,0
308787,OO,4547,ORD,SLC,6,1110,210,1
531682,CO,1836,IAH,PHL,5,750,195,1
13493,WN,1084,RDU,MCO,3,1050,105,1
